id,clockCycles,cInstr,cGimple,cReleaseSSA,cOptimized,LineExe,BranchesExe,OnceEe,CallExe,cc4cs,cc4ir,cc4ssa,cc4opt
values_84,57223,17246,226333,167851,57646,100.00,100.00,100.00,100.00,3.318,0.253,0.341,0.993
values_30,66174,19893,261421,193862,66639,100.00,100.00,100.00,100.00,3.326,0.253,0.341,0.993
values_96,5358,1725,21865,16238,5451,100.00,100.00,100.00,100.00,3.106,0.245,0.330,0.983
values_15,49118,14845,194535,144278,49501,100.00,100.00,100.00,100.00,3.309,0.252,0.340,0.992
values_16,76013,22798,299961,222431,76522,100.00,100.00,100.00,100.00,3.334,0.253,0.342,0.993
values_94,3275,1238,15565,11563,3862,100.00,100.00,100.00,100.00,2.645,0.210,0.283,0.848
values_90,191733,56766,751993,557471,192666,100.00,100.00,100.00,100.00,3.378,0.255,0.344,0.995
values_52,173278,51365,680005,504118,174151,100.00,100.00,100.00,100.00,3.373,0.255,0.344,0.995
values_78,98523,29430,388045,287723,99126,100.00,100.00,100.00,100.00,3.348,0.254,0.342,0.994
values_20,15902,4933,63765,47318,16087,100.00,100.00,100.00,100.00,3.224,0.249,0.336,0.989
values_53,98523,29430,388045,287723,99126,100.00,100.00,100.00,100.00,3.348,0.254,0.342,0.994
values_43,25363,8998,117261,86987,29734,100.00,100.00,100.00,100.00,2.819,0.216,0.292,0.853
values_42,19813,6110,79225,58783,20026,100.00,100.00,100.00,100.00,3.243,0.250,0.337,0.989
values_0,139998,41613,550111,407846,140757,100.00,100.00,100.00,100.00,3.364,0.254,0.343,0.995
values_61,76013,22798,299961,222431,76522,100.00,100.00,100.00,100.00,3.334,0.253,0.342,0.993
values_97,1629,558,6841,5087,1674,100.00,100.00,100.00,100.00,2.919,0.238,0.320,0.973
values_14,41817,12678,165865,123023,42162,100.00,100.00,100.00,100.00,3.298,0.252,0.340,0.992
values_87,211454,62533,828891,614462,212449,100.00,100.00,100.00,100.00,3.381,0.255,0.344,0.995
values_50,5358,1725,21865,16238,5451,100.00,100.00,100.00,100.00,3.106,0.245,0.330,0.983
values_83,1629,558,6841,5087,1674,100.00,100.00,100.00,100.00,2.919,0.238,0.320,0.973
values_67,139998,41613,550111,407846,140757,100.00,100.00,100.00,100.00,3.364,0.254,0.343,0.995
values_86,125089,37238,491881,364687,125794,100.00,100.00,100.00,100.00,3.359,0.254,0.343,0.994
values_23,86782,25973,342115,253678,87337,100.00,100.00,100.00,100.00,3.341,0.254,0.342,0.994
values_64,1629,558,6841,5087,1674,100.00,100.00,100.00,100.00,2.919,0.238,0.320,0.973
values_44,958,341,4093,3046,991,100.00,100.00,100.00,100.00,2.809,0.234,0.315,0.967
values_71,15902,4933,63765,47318,16087,100.00,100.00,100.00,100.00,3.224,0.249,0.336,0.989
values_93,49118,14845,194535,144278,49501,100.00,100.00,100.00,100.00,3.309,0.252,0.340,0.992
values_88,191733,56766,751993,557471,192666,100.00,100.00,100.00,100.00,3.378,0.255,0.344,0.995
