id,clockCycles,cInstr,cGimple,cReleaseSSA,cOptimized,LineExe,BranchesExe,OnceEe,CallExe,cc4cs,cc4ir,cc4ssa,cc4opt
values_84,88,38,361,271,362,100.00,100.00,100.00,100.00,2.316,0.244,0.325,0.243
values_30,2962,558,6841,5087,23857,100.00,100.00,100.00,100.00,5.308,0.433,0.582,0.124
values_96,105969,12678,165865,123023,517489,100.00,100.00,100.00,100.00,8.358,0.639,0.861,0.205
values_15,193141,22798,299961,222431,1028573,100.00,100.00,100.00,100.00,8.472,0.644,0.868,0.188
values_16,1686,341,4093,3046,8447,100.00,100.00,100.00,100.00,4.944,0.412,0.554,0.200
values_94,105969,12678,165865,123023,517489,100.00,100.00,100.00,100.00,8.358,0.639,0.861,0.205
values_90,193141,22798,299961,222431,1028573,100.00,100.00,100.00,100.00,8.472,0.644,0.868,0.188
values_52,14583,2326,29673,22031,32337,100.00,100.00,100.00,100.00,6.270,0.491,0.662,0.451
values_78,193141,22798,299961,222431,1028573,100.00,100.00,100.00,100.00,8.472,0.644,0.868,0.188
values_20,25311,3918,50461,37451,40219,100.00,100.00,100.00,100.00,6.460,0.502,0.676,0.629
values_53,72440,10733,140161,103966,436159,100.00,100.00,100.00,100.00,6.749,0.517,0.697,0.166
values_43,220619,25973,342115,253678,1125788,100.00,100.00,100.00,100.00,8.494,0.645,0.870,0.196
values_42,25311,3918,50461,37451,40219,100.00,100.00,100.00,100.00,6.460,0.502,0.676,0.629
values_0,25311,3918,50461,37451,40219,100.00,100.00,100.00,100.00,6.460,0.502,0.676,0.629
values_61,488733,56766,751993,557471,3035797,100.00,100.00,100.00,100.00,8.610,0.650,0.877,0.161
values_97,32243,4933,63765,47318,178003,100.00,100.00,100.00,100.00,6.536,0.506,0.681,0.181
values_14,2962,558,6841,5087,23857,100.00,100.00,100.00,100.00,5.308,0.433,0.582,0.124
values_87,88,38,361,271,362,100.00,100.00,100.00,100.00,2.316,0.244,0.325,0.243
values_50,40323,6110,79225,58783,222117,100.00,100.00,100.00,100.00,6.600,0.509,0.686,0.182
values_83,488733,56766,751993,557471,3035797,100.00,100.00,100.00,100.00,8.610,0.650,0.877,0.161
values_67,40323,6110,79225,58783,222117,100.00,100.00,100.00,100.00,6.600,0.509,0.686,0.182
values_86,60323,8998,117261,86987,205623,100.00,100.00,100.00,100.00,6.704,0.514,0.693,0.293
values_23,10287,1725,21865,16238,21418,100.00,100.00,100.00,100.00,5.963,0.470,0.634,0.480
values_64,72440,10733,140161,103966,436159,100.00,100.00,100.00,100.00,6.749,0.517,0.697,0.166
values_44,14583,2326,29673,22031,32337,100.00,100.00,100.00,100.00,6.270,0.491,0.662,0.451
values_71,441557,51365,680005,504118,2742595,100.00,100.00,100.00,100.00,8.596,0.649,0.876,0.161
values_93,397519,46318,612765,454283,1121995,100.00,100.00,100.00,100.00,8.582,0.649,0.875,0.354
values_88,7172,1238,15565,11563,57119,100.00,100.00,100.00,100.00,5.793,0.461,0.620,0.126
values_26,60323,8998,117261,86987,205623,100.00,100.00,100.00,100.00,6.704,0.514,0.693,0.293
values_59,397519,46318,612765,454283,1121995,100.00,100.00,100.00,100.00,8.582,0.649,0.875,0.354
values_57,356511,41613,550111,407846,1977136,100.00,100.00,100.00,100.00,8.567,0.648,0.874,0.180
values_82,356511,41613,550111,407846,1977136,100.00,100.00,100.00,100.00,8.567,0.648,0.874,0.180
values_75,10287,1725,21865,16238,21418,100.00,100.00,100.00,100.00,5.963,0.470,0.634,0.480
values_51,7172,1238,15565,11563,57119,100.00,100.00,100.00,100.00,5.793,0.461,0.620,0.126
values_7,105969,12678,165865,123023,517489,100.00,100.00,100.00,100.00,8.358,0.639,0.861,0.205
values_92,4761,853,10611,7886,72842,100.00,100.00,100.00,100.00,5.581,0.449,0.604,0.065
values_56,19462,3053,39151,29062,46988,100.00,100.00,100.00,100.00,6.375,0.497,0.670,0.414
values_47,7172,1238,15565,11563,57119,100.00,100.00,100.00,100.00,5.793,0.461,0.620,0.126
values_95,60323,8998,117261,86987,205623,100.00,100.00,100.00,100.00,6.704,0.514,0.693,0.293
values_98,193141,22798,299961,222431,1028573,100.00,100.00,100.00,100.00,8.472,0.644,0.868,0.188
values_8,49653,7461,97003,71966,259252,100.00,100.00,100.00,100.00,6.655,0.512,0.690,0.192
values_18,250587,29430,388045,287723,610063,100.00,100.00,100.00,100.00,8.515,0.646,0.871,0.411
values_28,32243,4933,63765,47318,178003,100.00,100.00,100.00,100.00,6.536,0.506,0.681,0.181
values_81,193141,22798,299961,222431,1028573,100.00,100.00,100.00,100.00,8.472,0.644,0.868,0.188
values_17,60323,8998,117261,86987,205623,100.00,100.00,100.00,100.00,6.704,0.514,0.693,0.293
