ID_VAL,DSP,BRAM,Flip_Flop,Area,min_Slack,Max_Freq,Clock_Cycles
values_84,17.0,8.0,1570.0,11637.0,1.1102230246251565e-16,291.3752912903918,35.0
values_30,17.0,8.0,1570.0,11637.0,1.1102230246251565e-16,291.3752912903918,35.0
values_96,17.0,8.0,1570.0,11637.0,1.1102230246251565e-16,291.3752912903918,35.0
values_15,17.0,8.0,1570.0,11637.0,1.1102230246251565e-16,291.3752912903918,35.0
values_16,17.0,8.0,1570.0,11637.0,1.1102230246251565e-16,291.3752912903918,35.0
values_94,17.0,8.0,1570.0,11637.0,1.1102230246251565e-16,291.3752912903918,35.0
values_90,17.0,8.0,1570.0,11637.0,1.1102230246251565e-16,291.3752912903918,35.0
values_52,17.0,8.0,1570.0,11637.0,1.1102230246251565e-16,291.3752912903918,35.0
values_78,17.0,8.0,1570.0,11637.0,1.1102230246251565e-16,291.3752912903918,35.0
values_20,17.0,8.0,1570.0,11637.0,1.1102230246251565e-16,291.3752912903918,35.0
values_53,17.0,8.0,1570.0,11637.0,1.1102230246251565e-16,291.3752912903918,35.0
values_43,17.0,8.0,1570.0,11637.0,1.1102230246251565e-16,291.3752912903918,35.0
values_42,17.0,8.0,1570.0,11637.0,1.1102230246251565e-16,291.3752912903918,35.0
values_0,17.0,8.0,1570.0,11637.0,1.1102230246251565e-16,291.3752912903918,35.0
values_61,17.0,8.0,1570.0,11637.0,1.1102230246251565e-16,291.3752912903918,35.0
values_97,17.0,8.0,1570.0,11637.0,1.1102230246251565e-16,291.3752912903918,35.0
values_14,17.0,8.0,1570.0,11637.0,1.1102230246251565e-16,291.3752912903918,35.0
values_87,17.0,8.0,1570.0,11637.0,1.1102230246251565e-16,291.3752912903918,35.0
values_50,17.0,8.0,1570.0,11637.0,1.1102230246251565e-16,291.3752912903918,35.0
values_83,17.0,8.0,1570.0,11637.0,1.1102230246251565e-16,291.3752912903918,35.0
values_67,17.0,8.0,1570.0,11637.0,1.1102230246251565e-16,291.3752912903918,35.0
values_86,17.0,8.0,1570.0,11637.0,1.1102230246251565e-16,291.3752912903918,35.0
values_23,17.0,8.0,1570.0,11637.0,1.1102230246251565e-16,291.3752912903918,35.0
values_64,17.0,8.0,1570.0,11637.0,1.1102230246251565e-16,291.3752912903918,35.0
values_44,17.0,8.0,1570.0,11637.0,1.1102230246251565e-16,291.3752912903918,35.0
values_71,17.0,8.0,1570.0,11637.0,1.1102230246251565e-16,291.3752912903918,35.0
values_93,17.0,8.0,1570.0,11637.0,1.1102230246251565e-16,291.3752912903918,35.0
