id,clockCycles,cInstr,cGimple,cReleaseSSA,cOptimized,LineExe,BranchesExe,OnceEe,CallExe,cc4cs,cc4ir,cc4ssa,cc4opt
values_84,92,58,219,196,182,100.00,100.00,87.50,100.00,1.586,0.420,0.469,0.505
values_30,128,75,302,271,251,100.00,100.00,87.50,100.00,1.707,0.424,0.472,0.510
values_96,194,99,446,403,371,100.00,100.00,87.50,100.00,1.960,0.435,0.481,0.523
values_15,178,95,422,381,351,100.00,100.00,87.50,100.00,1.874,0.422,0.467,0.507
values_16,178,95,422,381,351,100.00,100.00,87.50,100.00,1.874,0.422,0.467,0.507
values_94,194,99,446,403,371,100.00,100.00,87.50,100.00,1.960,0.435,0.481,0.523
values_90,194,99,446,403,371,100.00,100.00,87.50,100.00,1.960,0.435,0.481,0.523
values_52,92,58,219,196,182,100.00,100.00,87.50,100.00,1.586,0.420,0.469,0.505
values_78,138,74,315,284,262,100.00,100.00,87.50,100.00,1.865,0.438,0.486,0.527
values_20,113,64,255,229,212,100.00,100.00,87.50,100.00,1.766,0.443,0.493,0.533
values_53,92,58,219,196,182,100.00,100.00,87.50,100.00,1.586,0.420,0.469,0.505
values_43,138,74,315,284,262,100.00,100.00,87.50,100.00,1.865,0.438,0.486,0.527
values_42,138,79,326,293,271,100.00,100.00,87.50,100.00,1.747,0.423,0.471,0.509
values_0,178,95,422,381,351,100.00,100.00,87.50,100.00,1.874,0.422,0.467,0.507
values_61,178,95,422,381,351,100.00,100.00,87.50,100.00,1.874,0.422,0.467,0.507
values_97,194,99,446,403,371,100.00,100.00,87.50,100.00,1.960,0.435,0.481,0.523
values_14,178,95,422,381,351,100.00,100.00,87.50,100.00,1.874,0.422,0.467,0.507
values_87,92,58,219,196,182,100.00,100.00,87.50,100.00,1.586,0.420,0.469,0.505
values_50,92,58,219,196,182,100.00,100.00,87.50,100.00,1.586,0.420,0.469,0.505
values_83,92,58,219,196,182,100.00,100.00,87.50,100.00,1.586,0.420,0.469,0.505
values_67,178,95,422,381,351,100.00,100.00,87.50,100.00,1.874,0.422,0.467,0.507
values_86,92,58,219,196,182,100.00,100.00,87.50,100.00,1.586,0.420,0.469,0.505
values_23,113,64,255,229,212,100.00,100.00,87.50,100.00,1.766,0.443,0.493,0.533
values_64,178,95,422,381,351,100.00,100.00,87.50,100.00,1.874,0.422,0.467,0.507
values_44,138,74,315,284,262,100.00,100.00,87.50,100.00,1.865,0.438,0.486,0.527
values_71,138,79,326,293,271,100.00,100.00,87.50,100.00,1.747,0.423,0.471,0.509
values_93,194,99,446,403,371,100.00,100.00,87.50,100.00,1.960,0.435,0.481,0.523
values_88,92,58,219,196,182,100.00,100.00,87.50,100.00,1.586,0.420,0.469,0.505
values_26,113,64,255,229,212,100.00,100.00,87.50,100.00,1.766,0.443,0.493,0.533
values_59,92,58,219,196,182,100.00,100.00,87.50,100.00,1.586,0.420,0.469,0.505
values_57,92,58,219,196,182,100.00,100.00,87.50,100.00,1.586,0.420,0.469,0.505
values_82,92,58,219,196,182,100.00,100.00,87.50,100.00,1.586,0.420,0.469,0.505
values_75,138,79,326,293,271,100.00,100.00,87.50,100.00,1.747,0.423,0.471,0.509
values_51,92,58,219,196,182,100.00,100.00,87.50,100.00,1.586,0.420,0.469,0.505
values_7,178,95,422,381,351,100.00,100.00,87.50,100.00,1.874,0.422,0.467,0.507
values_92,194,99,446,403,371,100.00,100.00,87.50,100.00,1.960,0.435,0.481,0.523
values_56,92,58,219,196,182,100.00,100.00,87.50,100.00,1.586,0.420,0.469,0.505
values_47,138,79,326,293,271,100.00,100.00,87.50,100.00,1.747,0.423,0.471,0.509
values_95,194,99,446,403,371,100.00,100.00,87.50,100.00,1.960,0.435,0.481,0.523
values_98,194,99,446,403,371,100.00,100.00,87.50,100.00,1.960,0.435,0.481,0.523
values_8,178,95,422,381,351,100.00,100.00,87.50,100.00,1.874,0.422,0.467,0.507
values_18,178,95,422,381,351,100.00,100.00,87.50,100.00,1.874,0.422,0.467,0.507
values_28,113,64,255,229,212,100.00,100.00,87.50,100.00,1.766,0.443,0.493,0.533
values_81,92,58,219,196,182,100.00,100.00,87.50,100.00,1.586,0.420,0.469,0.505
values_17,178,95,422,381,351,100.00,100.00,87.50,100.00,1.874,0.422,0.467,0.507
values_38,128,70,291,262,242,100.00,100.00,87.50,100.00,1.829,0.440,0.489,0.529
values_41,138,79,326,293,271,100.00,100.00,87.50,100.00,1.747,0.423,0.471,0.509
values_73,138,74,315,284,262,100.00,100.00,87.50,100.00,1.865,0.438,0.486,0.527
values_66,178,95,422,381,351,100.00,100.00,87.50,100.00,1.874,0.422,0.467,0.507
values_58,92,58,219,196,182,100.00,100.00,87.50,100.00,1.586,0.420,0.469,0.505
values_70,138,79,326,293,271,100.00,100.00,87.50,100.00,1.747,0.423,0.471,0.509
values_46,138,79,326,293,271,100.00,100.00,87.50,100.00,1.747,0.423,0.471,0.509
values_11,178,95,422,381,351,100.00,100.00,87.50,100.00,1.874,0.422,0.467,0.507
values_33,128,70,291,262,242,100.00,100.00,87.50,100.00,1.829,0.440,0.489,0.529
values_72,138,79,326,293,271,100.00,100.00,87.50,100.00,1.747,0.423,0.471,0.509
values_6,178,95,422,381,351,100.00,100.00,87.50,100.00,1.874,0.422,0.467,0.507
values_10,178,95,422,381,351,100.00,100.00,87.50,100.00,1.874,0.422,0.467,0.507
values_27,113,64,255,229,212,100.00,100.00,87.50,100.00,1.766,0.443,0.493,0.533
values_24,113,64,255,229,212,100.00,100.00,87.50,100.00,1.766,0.443,0.493,0.533
values_3,178,95,422,381,351,100.00,100.00,87.50,100.00,1.874,0.422,0.467,0.507
values_69,178,95,422,381,351,100.00,100.00,87.50,100.00,1.874,0.422,0.467,0.507
values_36,128,75,302,271,251,100.00,100.00,87.50,100.00,1.707,0.424,0.472,0.510
values_21,113,64,255,229,212,100.00,100.00,87.50,100.00,1.766,0.443,0.493,0.533
values_5,178,95,422,381,351,100.00,100.00,87.50,100.00,1.874,0.422,0.467,0.507
values_49,138,79,326,293,271,100.00,100.00,87.50,100.00,1.747,0.423,0.471,0.509
values_1,178,95,422,381,351,100.00,100.00,87.50,100.00,1.874,0.422,0.467,0.507
values_2,178,95,422,381,351,100.00,100.00,87.50,100.00,1.874,0.422,0.467,0.507
values_13,178,95,422,381,351,100.00,100.00,87.50,100.00,1.874,0.422,0.467,0.507
values_32,128,75,302,271,251,100.00,100.00,87.50,100.00,1.707,0.424,0.472,0.510
values_39,128,75,302,271,251,100.00,100.00,87.50,100.00,1.707,0.424,0.472,0.510
values_4,178,95,422,381,351,100.00,100.00,87.50,100.00,1.874,0.422,0.467,0.507
values_65,178,95,422,381,351,100.00,100.00,87.50,100.00,1.874,0.422,0.467,0.507
values_85,92,58,219,196,182,100.00,100.00,87.50,100.00,1.586,0.420,0.469,0.505
values_62,178,95,422,381,351,100.00,100.00,87.50,100.00,1.874,0.422,0.467,0.507
values_91,194,99,446,403,371,100.00,100.00,87.50,100.00,1.960,0.435,0.481,0.523
values_25,113,64,255,229,212,100.00,100.00,87.50,100.00,1.766,0.443,0.493,0.533
values_63,178,95,422,381,351,100.00,100.00,87.50,100.00,1.874,0.422,0.467,0.507
values_12,178,95,422,381,351,100.00,100.00,87.50,100.00,1.874,0.422,0.467,0.507
values_79,138,79,326,293,271,100.00,100.00,87.50,100.00,1.747,0.423,0.471,0.509
values_54,92,58,219,196,182,100.00,100.00,87.50,100.00,1.586,0.420,0.469,0.505
values_9,178,95,422,381,351,100.00,100.00,87.50,100.00,1.874,0.422,0.467,0.507
values_74,138,74,315,284,262,100.00,100.00,87.50,100.00,1.865,0.438,0.486,0.527
values_22,113,64,255,229,212,100.00,100.00,87.50,100.00,1.766,0.443,0.493,0.533
values_89,92,58,219,196,182,100.00,100.00,87.50,100.00,1.586,0.420,0.469,0.505
values_48,138,74,315,284,262,100.00,100.00,87.50,100.00,1.865,0.438,0.486,0.527
values_99,194,99,446,403,371,100.00,100.00,87.50,100.00,1.960,0.435,0.481,0.523
values_60,178,95,422,381,351,100.00,100.00,87.50,100.00,1.874,0.422,0.467,0.507
values_34,128,70,291,262,242,100.00,100.00,87.50,100.00,1.829,0.440,0.489,0.529
values_31,128,75,302,271,251,100.00,100.00,87.50,100.00,1.707,0.424,0.472,0.510
values_37,128,75,302,271,251,100.00,100.00,87.50,100.00,1.707,0.424,0.472,0.510
values_76,138,79,326,293,271,100.00,100.00,87.50,100.00,1.747,0.423,0.471,0.509
values_19,178,95,422,381,351,100.00,100.00,87.50,100.00,1.874,0.422,0.467,0.507
values_45,138,79,326,293,271,100.00,100.00,87.50,100.00,1.747,0.423,0.471,0.509
values_68,178,95,422,381,351,100.00,100.00,87.50,100.00,1.874,0.422,0.467,0.507
values_35,128,75,302,271,251,100.00,100.00,87.50,100.00,1.707,0.424,0.472,0.510
values_80,92,58,219,196,182,100.00,100.00,87.50,100.00,1.586,0.420,0.469,0.505
values_77,138,79,326,293,271,100.00,100.00,87.50,100.00,1.747,0.423,0.471,0.509
values_29,113,64,255,229,212,100.00,100.00,87.50,100.00,1.766,0.443,0.493,0.533
values_55,92,58,219,196,182,100.00,100.00,87.50,100.00,1.586,0.420,0.469,0.505
values_40,138,79,326,293,271,100.00,100.00,87.50,100.00,1.747,0.423,0.471,0.509
