id,clockCycles,cInstr,cGimple,cReleaseSSA,cOptimized,LineExe,BranchesExe,OnceEe,CallExe,cc4cs,cc4ir,cc4ssa,cc4opt
values_84,87,64,397,208,259,100.00,90.91,81.82,100.00,1.359,0.219,0.418,0.336
values_30,83,61,375,201,252,100.00,90.91,81.82,100.00,1.361,0.221,0.413,0.329
values_96,133,99,594,328,440,100.00,100.00,90.91,100.00,1.343,0.224,0.405,0.302
values_15,55,36,226,116,139,100.00,100.00,59.09,100.00,1.528,0.243,0.474,0.396
values_16,298,220,1296,709,1050,100.00,90.91,81.82,100.00,1.355,0.230,0.420,0.284
values_94,139,99,579,327,490,100.00,90.91,81.82,100.00,1.404,0.240,0.425,0.284
values_90,53,35,208,111,134,100.00,100.00,59.09,100.00,1.514,0.255,0.477,0.396
values_52,265,196,1165,642,940,100.00,90.91,81.82,100.00,1.352,0.227,0.413,0.282
values_78,183,134,818,443,638,100.00,90.91,77.27,100.00,1.366,0.224,0.413,0.287
values_20,203,148,860,489,731,100.00,90.91,86.36,100.00,1.372,0.236,0.415,0.278
values_53,210,154,931,496,713,100.00,90.91,81.82,100.00,1.364,0.226,0.423,0.295
values_43,338,245,1465,794,1192,100.00,100.00,90.91,100.00,1.380,0.231,0.426,0.284
values_42,105,76,457,250,343,100.00,90.91,77.27,100.00,1.382,0.230,0.420,0.306
values_0,197,148,875,490,685,100.00,100.00,86.36,100.00,1.331,0.225,0.402,0.288
values_61,78,58,345,189,233,100.00,90.91,72.73,100.00,1.345,0.226,0.413,0.335
values_97,61,42,233,129,165,100.00,90.91,59.09,100.00,1.452,0.262,0.473,0.370
values_14,98,72,422,233,309,100.00,90.91,77.27,100.00,1.361,0.232,0.421,0.317
values_87,46,32,180,99,115,100.00,90.91,50.00,100.00,1.438,0.256,0.465,0.400
values_50,188,138,832,452,651,100.00,90.91,86.36,100.00,1.362,0.226,0.416,0.289
values_83,171,120,697,402,635,100.00,90.91,77.27,100.00,1.425,0.245,0.425,0.269
values_67,316,232,1356,751,1126,100.00,90.91,77.27,100.00,1.362,0.233,0.421,0.281
values_86,17,10,34,24,24,100.00,27.27,13.64,100.00,1.700,0.500,0.708,0.708
values_23,103,76,434,242,326,100.00,90.91,72.73,100.00,1.355,0.237,0.426,0.316
values_64,19,11,52,29,29,100.00,27.27,13.64,100.00,1.727,0.365,0.655,0.655
values_44,229,171,1059,561,787,100.00,90.91,86.36,100.00,1.339,0.216,0.408,0.291
values_71,165,123,733,400,556,100.00,90.91,77.27,100.00,1.341,0.225,0.412,0.297
values_93,184,135,799,447,652,100.00,90.91,77.27,100.00,1.363,0.230,0.412,0.282
values_88,192,139,806,461,687,100.00,100.00,86.36,100.00,1.381,0.238,0.416,0.279
values_26,54,37,203,115,144,100.00,90.91,59.09,100.00,1.459,0.266,0.470,0.375
values_59,210,155,935,526,754,100.00,100.00,81.82,100.00,1.355,0.225,0.399,0.279
values_57,175,131,768,416,582,100.00,90.91,77.27,100.00,1.336,0.228,0.421,0.301
values_82,54,37,201,115,144,100.00,90.91,59.09,100.00,1.459,0.269,0.470,0.375
values_75,261,192,1137,640,958,100.00,90.91,86.36,100.00,1.359,0.230,0.408,0.272
values_51,181,133,800,438,632,100.00,90.91,77.27,100.00,1.361,0.226,0.413,0.286
values_7,249,184,1137,608,873,100.00,90.91,81.82,100.00,1.353,0.219,0.410,0.285
values_92,219,160,948,517,763,100.00,90.91,81.82,100.00,1.369,0.231,0.424,0.287
values_56,19,11,52,29,29,100.00,27.27,13.64,100.00,1.727,0.365,0.655,0.655
values_47,247,183,1099,605,880,100.00,90.91,86.36,100.00,1.350,0.225,0.408,0.281
values_95,306,223,1284,742,1136,100.00,90.91,81.82,100.00,1.372,0.238,0.412,0.269
values_98,118,84,491,273,386,100.00,100.00,86.36,100.00,1.405,0.240,0.432,0.306
values_8,82,61,345,198,256,100.00,90.91,72.73,100.00,1.344,0.238,0.414,0.320
values_18,329,238,1423,790,1202,100.00,90.91,86.36,100.00,1.382,0.231,0.416,0.274
values_28,44,31,160,94,110,100.00,90.91,50.00,100.00,1.419,0.275,0.468,0.400
values_81,184,136,792,442,643,100.00,90.91,81.82,100.00,1.353,0.232,0.416,0.286
values_17,60,41,243,127,156,100.00,90.91,54.55,100.00,1.463,0.247,0.472,0.385
values_38,274,203,1177,660,983,100.00,90.91,81.82,100.00,1.350,0.233,0.415,0.279
values_41,295,215,1281,715,1079,100.00,90.91,86.36,100.00,1.372,0.230,0.413,0.273
values_73,100,73,440,238,314,100.00,90.91,72.73,100.00,1.370,0.227,0.420,0.318
values_66,211,156,931,528,767,100.00,100.00,90.91,100.00,1.353,0.227,0.400,0.275
values_58,239,173,1019,566,856,100.00,90.91,81.82,100.00,1.382,0.235,0.422,0.279
values_70,237,176,1079,582,837,100.00,90.91,86.36,100.00,1.347,0.220,0.407,0.283
values_46,82,56,303,178,263,100.00,90.91,59.09,100.00,1.464,0.271,0.461,0.312
values_11,220,158,928,522,791,100.00,100.00,86.36,100.00,1.392,0.237,0.421,0.278
values_33,80,59,365,194,240,100.00,90.91,77.27,100.00,1.356,0.219,0.412,0.333
values_72,46,32,178,99,115,100.00,90.91,50.00,100.00,1.438,0.258,0.465,0.400
values_6,205,150,915,487,697,100.00,90.91,72.73,100.00,1.367,0.224,0.421,0.294
