ID_VAL,DSP,BRAM,Flip_Flop,Area,min_Slack,Max_Freq,Clock_Cycles
values_48,0.0,64.0,655.0,7340.0,1.1102230246251565e-16,289.40209518741597,508.0
values_99,0.0,64.0,600.0,7187.0,1.1102230246251565e-16,289.40209518741597,277.0
values_60,0.0,64.0,340.0,4582.0,1.1102230246251565e-16,289.40209518741597,1289.0
values_34,0.0,64.0,627.0,7275.0,1.1102230246251565e-16,289.40209518741597,260.0
values_31,0.0,64.0,600.0,7187.0,1.1102230246251565e-16,289.40209518741597,189.0
values_37,0.0,64.0,584.0,7170.0,1.1102230246251565e-16,289.40209518741597,209.0
values_76,0.0,64.0,717.0,7497.0,1.1102230246251565e-16,289.40209518741597,632.0
values_19,0.0,64.0,340.0,4582.0,1.1102230246251565e-16,289.40209518741597,1319.0
values_45,0.0,64.0,341.0,4582.0,1.1102230246251565e-16,289.40209518741597,1597.0
values_68,0.0,64.0,340.0,4582.0,1.1102230246251565e-16,289.40209518741597,949.0
values_35,0.0,32.0,646.0,7386.0,1.1102230246251565e-16,289.40209518741597,69.0
values_80,0.0,64.0,584.0,7170.0,1.1102230246251565e-16,289.40209518741597,154.0
values_77,0.0,64.0,341.0,4582.0,1.1102230246251565e-16,289.40209518741597,1637.0
values_29,0.0,64.0,613.0,7250.0,1.1102230246251565e-16,289.40209518741597,240.0
values_55,0.0,64.0,535.0,7021.0,1.1102230246251565e-16,289.40209518741597,65.0
values_40,0.0,64.0,340.0,4582.0,1.1102230246251565e-16,289.40209518741597,620.0
